market,epiweek,year,forecast_date,target,target_end_date,location,type,quantile,value
Colorado Springs,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Colorado_Springs,quantile,0.95,2
Colorado Springs,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Colorado_Springs,quantile,0.975,2.1
Colorado Springs,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Colorado_Springs,quantile,0.99,2.3
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.01,0
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.025,0
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.05,0
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.1,0
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.15,0
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.2,0
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.25,0
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.3,0
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.35,0
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,point,NA,0
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.4,0.1
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.45,0.1
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.5,0.2
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.55,0.4
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.6,0.5
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.65,0.5
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.7,0.7
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.75,0.9
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.8,1
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.85,1.2
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.9,1.5
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.95,1.7
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.975,1.9
Hawaii,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hawaii,quantile,0.99,1.9
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.01,0
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.025,0
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.05,0
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.1,0
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.15,0
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.2,0
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.25,0
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.3,0
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.35,0
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,point,NA,0
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.4,0.1
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.45,0.1
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.5,0.2
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.55,0.4
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.6,0.5
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.65,0.5
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.7,0.7
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.75,0.9
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.8,1
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.85,1.2
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.9,1.5
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.95,1.7
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.975,1.9
Hawaii,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hawaii,quantile,0.99,1.9
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.01,0
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.025,0
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.05,0
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.1,0
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.15,0
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.2,0
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.25,0
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.3,0
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.35,0
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,point,NA,0
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.4,0.1
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.45,0.1
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.5,0.2
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.55,0.4
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.6,0.5
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.65,0.5
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.7,0.7
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.75,0.9
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.8,0.9
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.85,1.2
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.9,1.5
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.95,1.7
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.975,1.9
Hawaii,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hawaii,quantile,0.99,1.9
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.01,0
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.025,0
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.05,0
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.1,0
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.15,0
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.2,0
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.25,0
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.3,0
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.35,0
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.4,0
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,point,NA,0
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.45,0.1
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.5,0.2
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.55,0.3
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.6,0.4
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.65,0.5
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.7,0.6
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.75,0.7
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.8,0.9
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.85,1.1
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.9,1.5
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.95,1.7
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.975,1.9
Hawaii,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hawaii,quantile,0.99,1.9
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.01,0
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.025,0
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.05,0
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.1,0
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.15,0
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.2,0
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.25,0
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.3,0
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.35,0
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,point,NA,0
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.4,0.1
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.45,0.1
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.5,0.3
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.55,0.4
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.6,0.5
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.65,0.6
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.7,0.7
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.75,0.9
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.8,0.9
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.85,1.1
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.9,1.7
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.95,1.9
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.975,2.3
Hood,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Hood,quantile,0.99,2.5
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.01,0
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.025,0
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.05,0
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.1,0
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.15,0
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.2,0
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.25,0
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.3,0
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.35,0
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,point,NA,0
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.4,0.1
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.45,0.1
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.5,0.3
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.55,0.4
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.6,0.5
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.65,0.6
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.7,0.7
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.75,0.9
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.8,1
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.85,1.3
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.9,1.9
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.95,2.3
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.975,2.8
Hood,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Hood,quantile,0.99,3.1
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.01,0
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.025,0
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.05,0
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.1,0
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.15,0
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.2,0
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.25,0
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.3,0
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.35,0
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,point,NA,0
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.4,0.1
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.45,0.1
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.5,0.2
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.55,0.4
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.6,0.5
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.65,0.6
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.7,0.7
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.75,0.9
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.8,1
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.85,1.3
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.9,1.9
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.95,2.3
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.975,2.8
Hood,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Hood,quantile,0.99,3.2
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.01,0
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.025,0
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.05,0
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.1,0
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.15,0
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.2,0
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.25,0
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.3,0
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.35,0
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.4,0
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,point,NA,0
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.45,0.1
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.5,0.2
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.55,0.3
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.6,0.4
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.65,0.5
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.7,0.7
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.75,1
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.8,1.1
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.85,1.3
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.9,2.1
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.95,2.5
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.975,3.1
Hood,44,2022,2022-10-12,4 wk ahead CLI pct,2022-11-05,Hood,quantile,0.99,3.5
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.01,2
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.025,2.2
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.05,2.4
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.1,2.5
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.15,2.7
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.2,2.8
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.25,2.8
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.3,2.9
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.35,3
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.4,3
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.45,3.1
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.5,3.1
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.55,3.2
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.6,3.2
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.65,3.3
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.7,3.5
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.75,3.6
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.8,3.7
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.85,3.8
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,point,NA,3.9
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.9,4
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.95,4.4
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.975,5.1
Jacksonville,41,2022,2022-10-12,1 wk ahead CLI pct,2022-10-15,Jacksonville,quantile,0.99,6.2
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.01,1.9
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.025,2.1
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.05,2.3
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.1,2.5
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.15,2.6
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.2,2.8
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.25,2.9
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.3,3
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.35,3
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.4,3.1
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.45,3.2
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.5,3.3
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.55,3.4
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.6,3.4
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.65,3.5
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.7,3.7
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.75,3.8
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.8,3.9
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,point,NA,4
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.85,4.1
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.9,4.4
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.95,4.8
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.975,5.5
Jacksonville,42,2022,2022-10-12,2 wk ahead CLI pct,2022-10-22,Jacksonville,quantile,0.99,6.7
Jacksonville,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Jacksonville,quantile,0.01,1.6
Jacksonville,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Jacksonville,quantile,0.025,1.9
Jacksonville,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Jacksonville,quantile,0.05,2.1
Jacksonville,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Jacksonville,quantile,0.1,2.4
Jacksonville,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Jacksonville,quantile,0.15,2.5
Jacksonville,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Jacksonville,quantile,0.2,2.7
Jacksonville,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Jacksonville,quantile,0.25,2.8
Jacksonville,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Jacksonville,quantile,0.3,2.9
Jacksonville,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Jacksonville,quantile,0.35,3
Jacksonville,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Jacksonville,quantile,0.4,3.1
Jacksonville,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Jacksonville,quantile,0.45,3.2
Jacksonville,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Jacksonville,quantile,0.5,3.3
Jacksonville,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Jacksonville,quantile,0.55,3.4
Jacksonville,43,2022,2022-10-12,3 wk ahead CLI pct,2022-10-29,Jacksonville,quantile,0.6,3.5
